taxid	D	P	C	O	F	G	S	5reads-tr_0	5reads-tr_1	5reads-tr_2	5reads-tr_3	5reads-tr_4	5reads-tr_5	5reads-tr_6	5reads-tr_7	5reads-tr_8	5reads-tr_9	10reads-tr_0	10reads-tr_1	10reads-tr_2	10reads-tr_3	10reads-tr_4	10reads-tr_5	10reads-tr_6	10reads-tr_7	10reads-tr_8	10reads-tr_9	100reads-tr_0	100reads-tr_1	100reads-tr_2	100reads-tr_3	100reads-tr_4	100reads-tr_5	100reads-tr_6	100reads-tr_7	100reads-tr_8	100reads-tr_9
1074428	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Mosavirus	Mosavirus A	0	0	0	15	5	30	0	15	5	0	0	0	0	30	10	60	0	30	10	0	0	0	0	300	100	600	0	300	100	0
10757	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Salasvirus	Salasvirus PZA	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
10759	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Teetrevirus	Teetrevirus T3Luria	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0
1076696	Eukaryota	Evosea	unclassified Evosea class	Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba nuttalli	195	180	180	155	140	95	180	180	130	145	390	360	360	310	280	190	360	360	260	290	3900	3600	3600	3100	2800	1900	3600	3600	2600	2900
1076934	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
1077256	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera cuniculi	145	165	230	165	185	230	205	105	155	160	290	330	460	330	370	460	410	210	310	320	2900	3300	4600	3300	3700	4600	4100	2100	3100	3200
1078480	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sputorum	0	5	0	0	0	0	0	5	0	5	0	10	0	0	0	0	0	10	0	10	0	100	0	0	0	0	0	100	0	100
1078483	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sputorum	0	0	0	0	10	5	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	200	100	0	0	0	0
1079257	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria robusta	20	20	20	0	5	10	15	10	15	20	40	40	40	0	10	20	30	20	30	40	400	400	400	0	100	200	300	200	300	400
1079894	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Charlievirus	Charlievirus redi	0	0	5	0	0	0	0	10	0	0	0	0	10	0	0	0	0	20	0	0	0	0	100	0	0	0	0	200	0	0
1079999	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Galenevirus	Galenevirus mbcm1	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1080349	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces eubayanus	5	5	15	5	0	0	10	5	0	10	10	10	30	10	0	0	20	10	0	20	100	100	300	100	0	0	200	100	0	200
1080712	Archaea	Candidatus-Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Methanomassiliicoccus luminyensis	325	280	0	275	400	0	0	360	340	0	650	560	0	550	800	0	0	720	680	0	6500	5600	0	5500	8000	0	0	7200	6800	0
1081054	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyomupapillomavirus	Dyomupapillomavirus 1	0	0	10	10	5	10	5	5	10	10	0	0	20	20	10	20	10	10	20	20	0	0	200	200	100	200	100	100	200	200
1081055	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 3	5	0	0	0	10	10	0	0	10	0	10	0	0	0	20	20	0	0	20	0	100	0	0	0	200	200	0	0	200	0
1081104	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea	10	10	10	0	10	10	10	0	5	5	20	20	20	0	20	20	20	0	10	10	200	200	200	0	200	200	200	0	100	100
10843	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Gequatrovirus	Gequatrovirus G4	25	20	20	20	0	0	0	0	0	0	50	40	40	40	0	0	0	0	0	0	500	400	400	400	0	0	0	0	0	0
10845	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Alphatrevirus	Alphatrevirus St1	35	40	25	25	35	15	25	30	30	35	70	80	50	50	70	30	50	60	60	70	700	800	500	500	700	300	500	600	600	700
108486	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii	15	15	10	20	5	5	5	0	5	10	30	30	20	40	10	10	10	0	10	20	300	300	200	400	100	100	100	0	100	200
10849	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Alphatrevirus	Alphatrevirus alpha3	35	25	20	30	30	15	20	25	25	35	70	50	40	60	60	30	40	50	50	70	700	500	400	600	600	300	400	500	500	700
10863	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Inovirus	Inovirus M13	20	25	0	10	20	20	0	20	20	20	40	50	0	20	40	40	0	40	40	40	400	500	0	200	400	400	0	400	400	400
10867	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Lineavirus	Lineavirus IKe	15	20	30	35	5	20	20	15	20	20	30	40	60	70	10	40	40	30	40	40	300	400	600	700	100	400	400	300	400	400
10868	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Infulavirus	Infulavirus If1	20	20	15	30	15	25	15	20	30	10	40	40	30	60	30	50	30	40	60	20	400	400	300	600	300	500	300	400	600	200
1086800	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fromanvirus	Fromanvirus violet	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0
10869	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Lineavirus	Lineavirus I22	30	25	20	5	20	20	20	15	10	20	60	50	40	10	40	40	40	30	20	40	600	500	400	100	400	400	400	300	200	400
1087108	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 1	0	10	0	10	0	5	0	5	5	10	0	20	0	20	0	10	0	10	10	20	0	200	0	200	0	100	0	100	100	200
1087109	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 3	0	0	10	0	0	0	0	0	0	20	0	0	20	0	0	0	0	0	0	40	0	0	200	0	0	0	0	0	0	400
10872	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Tertilicivirus	Tertilicivirus Pf3	20	25	25	30	10	10	5	20	10	15	40	50	50	60	20	20	10	40	20	30	400	500	500	600	200	200	100	400	200	300
1087479	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1089137	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Coopervirus	Coopervirus stinger	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1089138	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	unclassified Picornaviridae genus	Quail picornavirus QPV1/HUN/2010	5	10	10	5	0	0	5	5	0	0	10	20	20	10	0	0	10	10	0	0	100	200	200	100	0	0	100	100	0	0
1089451	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium odoratissimum	35	35	20	25	5	10	20	30	5	20	70	70	40	50	10	20	40	60	10	40	700	700	400	500	100	200	400	600	100	400
108980	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	0	0	0	10	15	0	5	5	0	5	0	0	0	20	30	0	10	10	0	10	0	0	0	200	300	0	100	100	0	100
1090316	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis	0	0	5	0	0	0	0	10	0	0	0	0	10	0	0	0	0	20	0	0	0	0	100	0	0	0	0	200	0	0
1090317	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
1090320	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1093672	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Casadabanvirus	Casadabanvirus D3112	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1095727	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. SK643	0	0	0	10	0	0	5	0	0	0	0	0	0	20	0	0	10	0	0	0	0	0	0	200	0	0	100	0	0	0
1095730	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1095744	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parahaemolyticus	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
109790	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
1099853	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter fastidiosus	15	0	0	5	10	5	10	5	15	30	30	0	0	10	20	10	20	10	30	60	300	0	0	100	200	100	200	100	300	600
110365	Eukaryota	Apicomplexa	Conoidasida	Eugregarinorida	Gregarinidae	Gregarina	Gregarina niphandrodes	25	35	30	35	20	35	25	30	20	10	50	70	60	70	40	70	50	60	40	20	500	700	600	700	400	700	500	600	400	200
1104917	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Lambdapapillomavirus	Lambdapapillomavirus 5	10	15	10	0	5	5	10	5	5	5	20	30	20	0	10	10	20	10	10	10	200	300	200	0	100	100	200	100	100	100
1105327	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Vicialiavirus	Vicialiavirus VCY	25	15	20	30	30	25	25	30	25	20	50	30	40	60	60	50	50	60	50	40	500	300	400	600	600	500	500	600	500	400
1108849	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium rubens	5	5	5	0	10	5	0	0	10	15	10	10	10	0	20	10	0	0	20	30	100	100	100	0	200	100	0	0	200	300
1108865	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Ackermannviridae	Kuttervirus	Kuttervirus SH19	0	5	0	0	5	5	0	0	0	0	0	10	0	0	10	10	0	0	0	0	0	100	0	0	100	100	0	0	0	0
1108963	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1109717	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Rhodococcus phage RRH1	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1109721	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Dhillonvirus	Dhillonvirus EP23	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
111015	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces radicidentis	15	15	20	0	10	20	15	5	0	10	30	30	40	0	20	40	30	10	0	20	300	300	400	0	200	400	300	100	0	200
1114179	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Krylovvirus	Krylovvirus tf	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1114880	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas australiensis	15	0	5	10	0	10	5	5	5	15	30	0	10	20	0	20	10	10	10	30	300	0	100	200	0	200	100	100	100	300
1114922	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
1118058	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. ph3	10	15	0	5	5	0	10	15	5	10	20	30	0	10	10	0	20	30	10	20	200	300	0	100	100	0	200	300	100	200
1118060	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200
1118064	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Beceayunavirus	Beceayunavirus BceA1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
1120755	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium cynomolgi	30	30	35	20	15	30	35	20	55	30	60	60	70	40	30	60	70	40	110	60	600	600	700	400	300	600	700	400	1100	600
112090	Eukaryota	Oomycota	unclassified Oomycota class	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	140	145	165	185	120	205	230	135	120	145	280	290	330	370	240	410	460	270	240	290	2800	2900	3300	3700	2400	4100	4600	2700	2400	2900
1120996	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter mobilis	5	5	10	0	5	5	5	5	0	10	10	10	20	0	10	10	10	10	0	20	100	100	200	0	100	100	100	100	0	200
1120997	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio lipolyticus	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	100	200
1121021	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	0	0	10	0	30	0	0	0	0	0	0	0	20	0	60	0	0	0	0	0	0	0	200	0	600	0	0	0	0	0
1121098	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
1121315	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus	5	5	0	0	0	0	0	5	0	0	10	10	0	0	0	0	0	10	0	0	100	100	0	0	0	0	0	100	0	0
1121333	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia saccharogumia	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1121334	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalispora	Faecalispora sporosphaeroides	0	5	0	0	0	5	0	5	0	0	0	10	0	0	0	10	0	10	0	0	0	100	0	0	0	100	0	100	0	0
1121485	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides	0	0	0	0	5	5	15	10	0	5	0	0	0	0	10	10	30	20	0	10	0	0	0	0	100	100	300	200	0	100
1121866	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia mucosicola	20	20	25	10	20	10	10	0	5	0	40	40	50	20	40	20	20	0	10	0	400	400	500	200	400	200	200	0	100	0
1122142	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnobacterium	Lachnobacterium bovis	0	0	0	5	0	0	0	0	5	0	0	0	0	10	0	0	0	0	10	0	0	0	0	100	0	0	0	0	100	0
1122219	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera cerevisiae	5	5	0	0	5	5	0	0	5	0	10	10	0	0	10	10	0	0	10	0	100	100	0	0	100	100	0	0	100	0
1122975	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0
1122976	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0
1122981	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella corporis	0	0	0	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0
1122989	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella oris	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1122992	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella timonensis	5	0	0	0	0	5	0	0	0	0	10	0	0	0	0	10	0	0	0	0	100	0	0	0	0	100	0	0	0	0
1123721	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella koreensis	0	0	0	0	0	0	10	0	5	5	0	0	0	0	0	0	20	0	10	10	0	0	0	0	0	0	200	0	100	100
1123958	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus E	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	3800	0
1124655	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Oslovirus	Oslovirus TL2011	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1125653	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Uetakevirus	Uetakevirus SPN1S	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1125724	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia aeria	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0
1126949	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Bequatrovirus	Bequatrovirus B4	10	0	5	0	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	0	200	0	100	0	0	0	0	0	0	0
1127514	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Popoffvirus	Popoffvirus pv56	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0
1127516	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Pectobacterium phage ZF40	0	0	0	10	0	0	5	0	0	0	0	0	0	20	0	0	10	0	0	0	0	0	0	200	0	0	100	0	0	0
1127518	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Vibrio phage vB_VchM-138	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1128423	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Thetatorquevirus	Thetatorquevirus muste1	10	10	5	10	5	10	5	5	5	5	20	20	10	20	10	20	10	10	10	10	200	200	100	200	100	200	100	100	100	100
1129145	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Pseudomonas phage phi297	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
1129191	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Webervirus	Webervirus KP36	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0
1129194	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Dibbivirus	Dibbivirus DIBBI	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1130819	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus mangiferihumi	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0
1130832	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	35	20	25	5	35	20	25	35	35	15	70	40	50	10	70	40	50	70	70	30	700	400	500	100	700	400	500	700	700	300
113107	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus australis	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1131315	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pavtokvirus	Pavtokvirus PEp14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1133319	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides reticulotermitis	15	5	10	15	5	10	5	15	0	10	30	10	20	30	10	20	10	30	0	20	300	100	200	300	100	200	100	300	0	200
1133968	Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia microti	20	20	20	10	10	20	10	10	20	20	40	40	40	20	20	40	20	20	40	40	400	400	400	200	200	400	200	200	400	400
1134687	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	10	20	0	5	0	0	5	15	10	20	20	40	0	10	0	0	10	30	20	40	200	400	0	100	0	0	100	300	200	400
1136133	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus cebes	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0
1136231	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida orthopsilosis	0	0	5	5	0	10	0	0	5	5	0	0	10	10	0	20	0	0	10	10	0	0	100	100	0	200	0	0	100	100
1136534	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Becedseptimavirus	Becedseptimavirus BCD7	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100
1136731	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Wphvirus	Wphvirus BPS13	5	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	10	0	0	100	0	0	0	0	0	0	100	0	0
1138484	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Etatorquevirus	Etatorquevirus felid4	15	10	5	10	5	15	10	10	10	10	30	20	10	20	10	30	20	20	20	20	300	200	100	200	100	300	200	200	200	200
1138485	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Etatorquevirus	Etatorquevirus felid5	10	10	10	5	15	15	10	15	10	10	20	20	20	10	30	30	20	30	20	20	200	200	200	100	300	300	200	300	200	200
114090	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus inopinatus	5	5	0	0	0	15	0	10	0	0	10	10	0	0	0	30	0	20	0	0	100	100	0	0	0	300	0	200	0	0
1141139	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Vectrevirus	Vectrevirus ACGC91	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1141526	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Septimatrevirus	Septimatrevirus kakheti25	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1144300	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus gastricus	5	0	0	5	0	0	0	0	0	10	10	0	0	10	0	0	0	0	0	20	100	0	0	100	0	0	0	0	0	200
1144379	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Rhopapillomavirus	Rhopapillomavirus 1	0	15	5	0	0	5	10	0	0	0	0	30	10	0	0	10	20	0	0	0	0	300	100	0	0	100	200	0	0	0
114527	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium diversum	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
1147042	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Staphylococcus phage StB12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
